2023-05-30 15:22:52,388 INFO  Logger.cs: 70 - 
2023-05-30 16:47:06,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RR-wheel^robot assy-1
2023-05-30 16:47:06,716 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RR-wheel^robot assy-1
2023-05-30 16:47:06,716 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RR-wheel^robot assy-1
2023-05-30 16:47:06,716 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FL-joint^robot assy-1
2023-05-30 16:47:06,716 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FL-joint^robot assy-1
2023-05-30 16:47:06,717 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in FL-joint^robot assy-1
2023-05-30 16:47:06,718 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RR-joint^robot assy-3
2023-05-30 16:47:06,718 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RR-joint^robot assy-3
2023-05-30 16:47:06,719 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in RR-joint^robot assy-3
2023-05-30 16:47:06,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RL-joint^robot assy-2
2023-05-30 16:47:06,720 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RL-joint^robot assy-2
2023-05-30 16:47:06,721 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in RL-joint^robot assy-2
2023-05-30 16:47:06,722 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RL-wheel^robot assy-1
2023-05-30 16:47:06,722 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RL-wheel^robot assy-1
2023-05-30 16:47:06,723 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RL-wheel^robot assy-1
2023-05-30 16:47:06,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:47:06,725 INFO  ExportHelperExtension.cs: 1136 - Found 359 in ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:47:06,726 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:47:06,727 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from floor-1
2023-05-30 16:47:06,727 INFO  ExportHelperExtension.cs: 1136 - Found 27 in floor-1
2023-05-30 16:47:06,728 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in floor-1
2023-05-30 16:47:06,794 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-30 16:47:06,795 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-05-30 16:47:06,799 INFO  SwAddin.cs: 344 - Showing property manager
2023-05-30 16:47:17,562 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:47:22,874 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:47:23,153 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:47:24,889 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:01,920 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:08,444 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:11,803 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:17,556 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:25,241 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:25,726 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:25,938 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:26,391 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:48:54,070 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:49:02,141 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:49:04,976 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:49:21,510 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:49:50,618 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:51:24,847 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:52:40,379 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:54:03,749 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:54:04,303 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:54:41,842 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:55:12,589 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:55:17,414 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:55:56,149 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:56:55,442 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:57:04,015 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:57:09,432 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:01:02,499 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:01:08,940 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:01:11,768 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:01:18,937 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:01:52,311 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:02:47,083 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:02:59,134 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:03:01,831 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:03:51,621 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:03:55,076 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:03:58,490 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:08:36,600 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:09:06,689 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:09:28,601 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:09:59,164 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:10:02,199 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:11:48,973 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-05-30 17:11:49,261 INFO  ExportHelperExtension.cs: 347 - Creating joint Base_Link
2023-05-30 17:11:49,268 INFO  ExportHelperExtension.cs: 1397 - Fixing components for baseFootprint_link
2023-05-30 17:11:49,269 INFO  ExportHelperExtension.cs: 1402 - Fixing 174
2023-05-30 17:11:49,663 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-05-30 17:11:49,663 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-05-30 17:11:49,664 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-05-30 17:11:49,664 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-05-30 17:11:49,904 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 174
2023-05-30 17:11:50,409 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent baseFootprint_link to child Base_Link failed
2023-05-30 17:11:53,098 INFO  ExportHelperExtension.cs: 347 - Creating joint FL_Link
2023-05-30 17:11:53,155 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Base_Link to child FL_Link failed
2023-05-30 17:11:53,790 INFO  ExportHelperExtension.cs: 347 - Creating joint FL_Wheel_Link
2023-05-30 17:11:53,791 INFO  ExportHelperExtension.cs: 1397 - Fixing components for FL_Link
2023-05-30 17:11:53,791 INFO  ExportHelperExtension.cs: 1402 - Fixing 40
2023-05-30 17:11:53,792 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-05-30 17:11:53,792 INFO  ExportHelperExtension.cs: 1402 - Fixing 174
2023-05-30 17:11:54,286 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2023-05-30 17:11:54,288 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-05-30 17:11:54,288 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-05-30 17:11:54,289 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-05-30 17:11:54,297 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 40
2023-05-30 17:11:54,297 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-05-30 17:11:54,298 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 174
2023-05-30 17:11:54,752 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent FL_Link to child FL_Wheel_Link failed
2023-05-30 17:11:54,863 INFO  ExportHelperExtension.cs: 347 - Creating joint FR_Link
2023-05-30 17:11:54,870 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Base_Link to child FR_Link failed
2023-05-30 17:11:55,538 INFO  ExportHelperExtension.cs: 347 - Creating joint FR_Wheel_Link
2023-05-30 17:11:55,540 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent FR_Link to child FR_Wheel_Link failed
2023-05-30 17:11:55,650 INFO  ExportHelperExtension.cs: 347 - Creating joint RL_Link
2023-05-30 17:11:55,653 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Base_Link to child RL_Link failed
2023-05-30 17:11:56,325 INFO  ExportHelperExtension.cs: 347 - Creating joint RL_Wheel_Link
2023-05-30 17:11:56,330 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent RL_Link to child RL_Wheel_Link failed
2023-05-30 17:11:56,442 INFO  ExportHelperExtension.cs: 347 - Creating joint RR_Link
2023-05-30 17:11:56,445 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Base_Link to child RR_Link failed
2023-05-30 17:11:57,085 INFO  ExportHelperExtension.cs: 347 - Creating joint RR_Wheel_Link
2023-05-30 17:11:57,090 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent RR_Link to child RR_Wheel_Link failed
2023-05-30 17:11:57,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot assy.SLDASM
2023-05-30 17:11:57,382 INFO  ExportHelperExtension.cs: 1136 - Found 52 in robot assy.SLDASM
2023-05-30 17:11:57,383 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot assy.SLDASM
2023-05-30 17:11:57,384 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-30 17:11:57,384 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2023-05-30 17:11:57,385 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FL_wheel^robot assy-1
2023-05-30 17:11:57,385 INFO  ExportHelperExtension.cs: 1136 - Found 29 in FL_wheel^robot assy-1
2023-05-30 17:11:57,386 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FL_wheel^robot assy-1
2023-05-30 17:11:57,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FR-joint^robot assy-1
2023-05-30 17:11:57,387 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FR-joint^robot assy-1
2023-05-30 17:11:57,388 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FR-joint^robot assy-1
2023-05-30 17:11:57,388 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FR-wheel^robot assy-1
2023-05-30 17:11:57,388 INFO  ExportHelperExtension.cs: 1136 - Found 29 in FR-wheel^robot assy-1
2023-05-30 17:11:57,389 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FR-wheel^robot assy-1
2023-05-30 17:11:57,390 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RR-wheel^robot assy-1
2023-05-30 17:11:57,390 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RR-wheel^robot assy-1
2023-05-30 17:11:57,391 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RR-wheel^robot assy-1
2023-05-30 17:11:57,391 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FL-joint^robot assy-1
2023-05-30 17:11:57,392 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FL-joint^robot assy-1
2023-05-30 17:11:57,393 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FL-joint^robot assy-1
2023-05-30 17:11:57,393 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RR-joint^robot assy-3
2023-05-30 17:11:57,394 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RR-joint^robot assy-3
2023-05-30 17:11:57,395 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RR-joint^robot assy-3
2023-05-30 17:11:57,395 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RL-joint^robot assy-2
2023-05-30 17:11:57,396 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RL-joint^robot assy-2
2023-05-30 17:11:57,397 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RL-joint^robot assy-2
2023-05-30 17:11:57,398 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RL-wheel^robot assy-1
2023-05-30 17:11:57,398 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RL-wheel^robot assy-1
2023-05-30 17:11:57,399 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RL-wheel^robot assy-1
2023-05-30 17:11:57,399 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ODR_REV1_ASSY_REV2-1-1
2023-05-30 17:11:57,400 INFO  ExportHelperExtension.cs: 1136 - Found 359 in ODR_REV1_ASSY_REV2-1-1
2023-05-30 17:11:57,402 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ODR_REV1_ASSY_REV2-1-1
2023-05-30 17:11:57,403 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from floor-1
2023-05-30 17:11:57,403 INFO  ExportHelperExtension.cs: 1136 - Found 27 in floor-1
2023-05-30 17:11:57,404 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in floor-1
2023-05-30 17:11:57,404 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot assy.SLDASM
2023-05-30 17:11:57,405 INFO  ExportHelperExtension.cs: 1136 - Found 52 in robot assy.SLDASM
2023-05-30 17:11:57,405 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot assy.SLDASM
2023-05-30 17:11:57,406 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-30 17:11:57,406 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2023-05-30 17:11:57,407 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FL_wheel^robot assy-1
2023-05-30 17:11:57,407 INFO  ExportHelperExtension.cs: 1136 - Found 29 in FL_wheel^robot assy-1
2023-05-30 17:11:57,408 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in FL_wheel^robot assy-1
2023-05-30 17:11:57,408 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FR-joint^robot assy-1
2023-05-30 17:11:57,408 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FR-joint^robot assy-1
2023-05-30 17:11:57,409 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in FR-joint^robot assy-1
2023-05-30 17:11:57,409 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FR-wheel^robot assy-1
2023-05-30 17:11:57,410 INFO  ExportHelperExtension.cs: 1136 - Found 29 in FR-wheel^robot assy-1
2023-05-30 17:11:57,410 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in FR-wheel^robot assy-1
2023-05-30 17:11:57,411 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RR-wheel^robot assy-1
2023-05-30 17:11:57,411 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RR-wheel^robot assy-1
2023-05-30 17:11:57,413 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RR-wheel^robot assy-1
2023-05-30 17:11:57,413 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FL-joint^robot assy-1
2023-05-30 17:11:57,414 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FL-joint^robot assy-1
2023-05-30 17:11:57,414 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in FL-joint^robot assy-1
2023-05-30 17:11:57,415 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RR-joint^robot assy-3
2023-05-30 17:11:57,415 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RR-joint^robot assy-3
2023-05-30 17:11:57,416 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in RR-joint^robot assy-3
2023-05-30 17:11:57,416 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RL-joint^robot assy-2
2023-05-30 17:11:57,417 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RL-joint^robot assy-2
2023-05-30 17:11:57,417 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in RL-joint^robot assy-2
2023-05-30 17:11:57,418 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RL-wheel^robot assy-1
2023-05-30 17:11:57,418 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RL-wheel^robot assy-1
2023-05-30 17:11:57,419 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RL-wheel^robot assy-1
2023-05-30 17:11:57,419 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ODR_REV1_ASSY_REV2-1-1
2023-05-30 17:11:57,420 INFO  ExportHelperExtension.cs: 1136 - Found 359 in ODR_REV1_ASSY_REV2-1-1
2023-05-30 17:11:57,422 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in ODR_REV1_ASSY_REV2-1-1
2023-05-30 17:11:57,422 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from floor-1
2023-05-30 17:11:57,423 INFO  ExportHelperExtension.cs: 1136 - Found 27 in floor-1
2023-05-30 17:11:57,423 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in floor-1
2023-05-30 17:11:57,523 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 17:15:47,655 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-05-30 17:15:47,660 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
